n_crash_reports,contains_fatality_words,contains_pedestrian_words,year,day_of_week,hour,day,weekday,month,is_weekend,day_part,distance_to_nairobi,contains_vehicle_words,severity_index,local_crash_density,season,fatality_mention_ratio
1,0,0,,,,,,,0,night,23.424802281343936,0,0,219,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,8.602257890206484,0,0,3270,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,9.621354685524334,0,0,967,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,39.39547441377077,0,0,403,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,5.999850029279656,0,0,4698,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,44.75281640239002,0,0,100,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,1.617147648954942,0,0,7889,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,8.758020378747148,0,0,3369,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,14.475427125234807,0,0,2004,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,64.030580329425,0,0,44,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,1.830863142835056,0,0,8081,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,3.8442021636373442,0,0,6753,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,6.751385704226189,0,0,4019,transitional,0.06271862534519791
1,1,0,,,,,,,0,night,0.7900386770519118,0,1,8421,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,23.424802130525592,0,0,219,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,3.5461475410376155,0,0,6803,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,4.2990577976892705,0,0,7078,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,8.975050975529557,0,0,2810,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,1.4725442997124105,0,0,8267,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,2.5131056331161443,0,0,7266,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,10.544994215458,0,0,1189,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,43.663997268674166,0,0,102,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,6.483321535774192,0,0,3703,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,7.160538386148845,0,0,3291,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,3.8709089923752016,0,0,7025,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,2.680519492618852,0,0,8936,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,4.2990577976892705,0,0,7078,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,1.8308622592591677,0,0,8081,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,53.20860987421578,0,0,6,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,0.627744725582802,0,0,8480,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,9.97807340542017,0,0,618,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,2.9353602362854927,0,0,7542,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,6.701186132289209,0,0,3631,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,6.294311401595892,0,0,2641,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,33.433663825127645,0,0,5,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,18.14928274413109,0,0,336,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,3.1619154075537947,0,0,7712,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,19.216564129079327,0,0,424,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,3.89127370014024,0,0,6849,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,1.1887490295658216,0,0,8233,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,38.77037497195927,0,0,390,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,13.617973748186916,0,0,2265,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,6.685824467691485,0,0,4027,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,8.39640894694083,0,0,2530,transitional,0.06271862534519791
1,0,0,,,,,,,0,night,11.23860428391195,0,0,2767,transitional,0.06271862534519791
1,0,0,2018.0,Sunday,7.0,7.0,6.0,1.0,1,morning,6.10388473482997,0,0,3828,rainy,0.05774016923842708
1,0,0,2018.0,Sunday,17.0,7.0,6.0,1.0,1,evening,5.442664029315901,0,0,4790,rainy,0.05424886191198786
1,0,0,2018.0,Sunday,19.0,7.0,6.0,1.0,1,evening,16.85606828062041,0,0,1579,rainy,0.05424886191198786
1,0,0,2018.0,Sunday,20.0,7.0,6.0,1.0,1,evening,59.74885289912993,0,0,57,rainy,0.05424886191198786
1,0,0,2018.0,Sunday,23.0,7.0,6.0,1.0,1,night,4.720243639069984,0,0,5246,rainy,0.06271862534519791
1,0,0,2018.0,Wednesday,5.0,7.0,2.0,2.0,0,morning,6.892156089384314,0,0,3874,rainy,0.05774016923842708
1,0,0,2018.0,Wednesday,6.0,7.0,2.0,2.0,0,morning,8.850358691946258,0,0,2359,rainy,0.05774016923842708
1,1,0,2018.0,Wednesday,7.0,7.0,2.0,2.0,0,morning,31.48063975161077,0,1,159,rainy,0.05774016923842708
1,1,0,2018.0,Wednesday,7.0,7.0,2.0,2.0,0,morning,9.927703691542423,0,1,3257,rainy,0.05774016923842708
1,0,0,2018.0,Wednesday,7.0,7.0,2.0,2.0,0,morning,4.465597804959102,0,0,5625,rainy,0.05774016923842708
1,0,0,2018.0,Wednesday,13.0,7.0,2.0,2.0,0,afternoon,8.774888349211981,0,0,3360,rainy,0.056882327399044724
1,1,0,2018.0,Wednesday,2.0,7.0,2.0,3.0,0,night,11.601356780514978,0,1,2617,transitional,0.06271862534519791
1,0,0,2018.0,Wednesday,6.0,7.0,2.0,3.0,0,morning,8.357332663765243,0,0,1353,transitional,0.05774016923842708
